mntiadd,mntiadmin,mntiadminnum,mntidetails,mntihigh,mntilistno,mntiname,mntinfdt,mntisname,mntisummary,mntitop
경상북도 청도군 각남면 사리,청도군청,054-370-6114,"남산은 화악산의 북쪽, 같은 능선에서 솟은 산으로 행정구역상으로는 청도군 각남면과 화양읍, 청도읍에 경계를 이루고 있다. 남산 북쪽에는 신둔사, 동쪽 기슭에는 적천사가 있다. 경상북도 청도군과 경상남도 밀양시의 경계를 이루는 화악산은 청도읍에서 남서쪽으로 밀양시에서는 북서쪽으로 솟은 산으로 이 일대에서는 가장 높고 만만찮은 산이다. 남산은 북쪽 청도읍이나 화양읍을 산행 기점으로 하여 오르는 것이 일반적이다. 능선에는 봉수대 터와 거북바위, 빨래 할머니 바위 등 기암과 전망 좋은 지점이 곳곳에 있다. 계곡은 남산골 상류의 병풍 같은 암벽과 약수 골의 낙대폭포 등이 수려하고, 산록에는 고찰 죽림사, 신둔사, 적천사가 있고 동천리에는 조선 숙종 때 화강석을 아치형으로 쌓아 만든 석빙고(보물)가 있다. 또한, 이곳 명소 가운데 하나인 약수폭포는 상부의 저수지에 물을 저장하고 있다가 여름에 풀어내 절경의 극치를 보여준다.",851.7,478200601,남산,20201201, , , 
경상남도 의령군 의령읍 동동리,의령군청,055-570-2114,( - ),323.1,487204201,남산,20201201, , , 
경상남도 거제시 거제면 남동리,거제시청,055-639-3000,( - ),25.4,483100801,남산,20201201, , , 
경상북도 예천군 예천읍 동본리,예천군청,054-654-3801,( - ),124.4,479000401,남산,20201201, , , 
경상남도 산청군 차황면 부리,산청군청,055-970-6000,( - ),628.2,488601401,남산,20201201, , , 
전라남도 진도군 진도읍 남동리,진도군청,061-544-2181,( - ),243.3,469000501,남산,20201201, , , 
경상북도 상주시 은척면 남곡리,상주시청,054-533-2001,"칠봉산의 남쪽에 있는 산이라고 하여 이름 지어진 남산은 상주시 은척면과 외서면 경계에 솟아있다. 북두칠성을 닮은 산 전체 중 남쪽에 있어 남산이라는 이름이 붙었다. 황령은 산경표에서 회유령과 함께 속리산의 두 곁가지로 꼽았을 만큼 비중 있는 산이다.
아직까지 때 묻지 않은 비경을 간직하고 소나무가 군락을 이루고 있어 송이 산지로도 유명하다. ㄷ자를 이루고 있는 큰골 좌우에는 봉우리 8개가 있으나, 그중 성주봉은 암봉으로 노송과 어우러져 경관이 수려하고 조망 또한 좋아 주봉인 남산보다 더 알려진 명봉이다. 큰골과 중왕골은 사시사철 수량이 풍부하고 주변의 경치 등이 아름다워 """"성주봉 자연 휴양림""""이 조성되고 있다.",819.9,472500701,남산,20201201, , , 
전라남도 무안군 무안읍 성남리,무안군청,061-450-5114,"남산에 올라서면 무안읍 시가지가 한눈에 보인다. 좌측으로는 서해안의 바다가 뻥 뚫려 있어 보는 이의 마음을 시원하게 해준다. 남산을 오르다 좌측을 보면 궁터가 보인다. 아직도 우리의 우리 것을 추구하는 모습들이 보인다. 이것을 보면 한편으로는 가슴이 뭉클해지기도 한다. 남산은 비록 높은 산은 아니지만, 무안읍을 둘러싸고 있어 마치 무안을 보호해주는 수호신 역할을 하는 듯 들기도 한다. 낮은 산이어서 가족들과 등산할 수 있는 아주 산행하기 좋은 곳이다.",191.7,468400501,남산,20201201, , , 
전라남도 담양군 담양읍 학동리,담양군청,061-380-3114,( - ),233.1,467102501,남산,20201201, , , 
전라남도 순천시 인제동 ,순천시청,061-749-3114,( - ),347.5,461500501,남산,20201201, , , 
충청남도 천안시 수신면 장산리,천안시청,1577-3900,( - ),0.0,441300401,남산,20201201, , , 
전라북도 정읍시 고부면 고부리,정읍시청,063-539-7114,( - ),100.1,451800401,남산,20201201, , , 
충청북도 제천시 화산동 ,제천시청,043-641-5114,( - ),275.1,431500801,남산,20201201, , , 
충청남도 금산군 금산읍 하옥리,금산군청,041-750-2114,( - ),230.8,447100501,남산,20201201, , , 
전라북도 군산시 임피면 읍내리,군산시청,063-454-4000,"남산(南山)은 옛 임피현의 남쪽에 위치하였다 하여 남산이라 하였다. 동쪽으로는 익산시와 만석평야, 남쪽으로는 봉황산과 왕산이 나란히 보이며, 그 밑으로는 산곡평야가, 서쪽으로는 새의 날개처럼 보이는 용천산성이 보인다. 용천산성 안에는 큰 관아가 있었던 흔적이 보이는데 이곳이 지금의 임피향교이다. 남산 정상에는 조그만 정각이 하나 있어 이전에 임피현의 파수꾼 역할을 담당하였던 곳이라는 것을 느끼게 한다.",156.5,451301101,남산,20201201, , , 
충청북도 충주시 직동 ,충주시청,043-850-5114,"남산은 충주시 직동과 살미면의 경계 선상에 자리하고 있는 산으로 일명 금봉산이라고도 한다. 예전에 봉황이 살았던 상서로운 산이라고 한다.

마지막 재를 사이에 두고 북쪽에 있는 계명산과 마치 형제처럼 마주하고 있으며 이 산 남쪽 기슭에는 신라 시대 때 창건하였다는 창룡사를 비롯하여 시내 쪽 기슭에는 각종 체육시설 및 약수터가 있어 충주 시민의 발길이 끊이지 않는 산이다. 또한, 이 산 정상에는 삼국 시대에 축성된 것으로 보이는 산성이 자리 잡고 있는데 이 성이 충주 산성이다. 이 산성은 삼한시대 마고 선녀가 축성했다는 전설을 간직하고 있어 마고성이라고도 알려졌다.

이 산 남쪽 기슭에는 약 1300년 전 신라 원효대사가 창건하였다는 창룡사가 있고 이곳 북방 3km 지점의 탑대라는 곳에는 3층 석탑이 지금도 있을 뿐 아니라 부근의 지명이 윗절골, 아래 절골 등으로 불리는 것으로 보아 창룡사를 중심으로 한 직동 일대가 대사찰지였던 것으로 보인다.",635.6,431305201,남산,20201201, , , 
충청북도 충주시 신니면 신청리,충주시청,043-850-5114,( - ),393.6,431300301,남산,20201201, , , 
충청남도 홍성군 홍성읍 옥암리,홍성군청,041-630-1114,"홍성읍 도심권에 있는 산으로 지역 주민의 이용이 많으며, 등산 난이도가 초급인 순환코스로 구성되어 누구나 이용하기 편하게 조성되었다. 남산 입구에 한용운 선생 동상, 충령사, 숲길 방문자센터가 조성되어 있으며, 지역 민간단체 주관으로 어린이와 학생들의 숲 체험 프로그램을 운영한다. 금북정맥이 통과하는 산으로 금북정맥을 종주하는 많은 등산객이 방문하고 있다.",221.5,448000401,남산,20201201, , , 
충청북도 보은군 보은읍 수정리,보은군청,043-540-3000,( - ),0.0,437202401,남산,20201201, , , 
충청남도 서천군 서천읍 남산리,서천군청,041-950-4114,"동서로 길게 늘어선 지형이며, 서해의 배들이 드나드는 모습이 한눈에 들어오는 곳이다.",146.9,447700301,남산,20201201, , , 
강원특별자치도 인제군 남면 신풍리,인제군청,033-461-2122,( - ),0.0,428105501,남산,20201201, , , 
강원특별자치도 정선군 북평면 남평리,정선군청,033-562-3911,"봉화치 마을에서 시작하는 등산로는 마을 옹달샘에서 시작하여 비교적 경사가 급한 코스가 이어지고, 정상점에 다다르면서 경사가 완만해진다. 정상에서는 북평면과 북면 고양리의 스무골이 내려다보인다. 하산하는 코스는 등산로 흔적이 적어 찾기가 어렵고, 임도까지 이어진다.",959.0,427701701,남산,20201201, , , 
강원특별자치도 삼척시 남양동 ,삼척시청,033-572-2011,"삼척의료원 옆으로 등산로가 있으며 등산이라 하기는 조금 미흡한 부분이 있음. 산이 작은 것이 흠이긴 하지만 삼척 시내에 있는 남산은 삼척시민들의 왕래가 잦은 편임. 남녀노소 누구나 오를 수 있으며 웅장한 나무들로 인하여 한여름에도 시원한 그늘과 상쾌한 기분을 느낄 수 있음. 정상으로 오르는 도중에 쉼터, 정자, 꽃들로 인하여 상쾌한 기분을 느낄 수 있으며 삼척시와 삼척 주민들의 관리로 인하여 좋은 조망점과 시원함을 함께 느낄 수가 있음. 등산로로써 미흡한 부분이 많지만, 아침, 저녁으로 산책하기에는 더없이 좋은 곳임.",73.1,422301101,남산,20201201, , , 
강원특별자치도 홍천군 동면 성수리,홍천군청,033-432-7801,도시권에 생활 잡은 산으로서 높지 않은 지형으로 완만한 구간과 급경사 구간이 잘 어우러져 많은 사람이 자기 취향대로 코스를 선택해서 등산을 즐길 수 있다. 정상에 오르면 앞으로는 두개비산과 석화 산과 홍천 시내를 한눈에 바라볼 수 있으며 뒤로는 오음산을 바라볼 수 있다. 현재는 아파트단지도 가까이 있어 많은 사람이 애용하고 있고 현재 지속해서 관리가 되고 있다.,415.4,427201101,남산,20201201, , , 
경기도 양평군 옥천면 옥천리,양평군청,031-773-5101,( - ),217.4,418301101,남산,20201201, , , 
경기도 파주시 법원읍 웅담리,파주시청,031-940-4114,( - ),211.8,414800501,남산,20201201, , , 
울산광역시 남구 신정동 ,남구청,052-275-7541,( - ),0.0,311400701,남산,20201201, , , 
인천광역시 강화군 강화읍 남산리,강화군청,032-930-3114,강화읍 남산리에 있으며 봉수가 있고 수륙암(水陸菴). 2개의 약수터 그리고 청수암과 용해사가 있다.,222.5,287100401,남산,20201201, , , 
대전광역시 서구 탄방동 ,서구청,042-288-2114,( - ),0.0,301700201,남산_남선공원,20201201, , , 
경상남도 합천군 가야면 이천리,합천군청,055-930-3114,( - ),321.5,488901001,남산봉,20201201, , , 
제주도 서귀포시 성산읍 신풍리,서귀포시청,064-760-3193,굼부리 안에는 대나무가 가득 메워져 숲을 이루고 있고 군데군데 보리수나무가 억새와 어우러져 있다. 정상에는 남산봉수 터의 흔적이 남아있으며 북쪽 일부 비탈을 제외하곤 대체로 느슨한 등성이를 이루고 있으나 서쪽에서 솟아오른 둥그스레한 봉우리는 동쪽으로 이어지면서 대야처럼 생긴 원형의 굼부리를 만들어 놓았다.,168.3,491300501,남산봉,20201201, , , 
경상남도 합천군 가야면 황산리,합천군청,055-930-3114,( - ),0.0,488901201,남산제일봉,20201201, , , 
경상북도 울진군 근남면 구산리,울진군청,054-782-1501,( - ),437.7,479300601,남수산,20201201, , , 
울산광역시 울주군 청량읍 율리,울주군청,052-229-7000,"남암산은 문수산 남쪽 산으로 김신기 산이라고도 한다. 그 유래는 경순왕이 나라가 어려워지자 영축산을 찾아 문수보살의 계시를 받고자 삼호까지 왔을 때, 한 동자가 앞을 인도하다가 무거에서 자취를 감추자, 경순왕은 문수보살이 자기를 저버렸음을 깨닫고, 고려에 나라를 바치니 그의 장남 마이태자는 개골산으로 들어가 인생을 마감하고 둘째 차남 범공은 불가에 의지하다가 결국은 남암산에 김신암을 짓고 여기서 생을 마감했다.
 조망이 탁월해 울산과 주변의 산이란 산은 모두 볼 수 있다. 북쪽 정면으로 삼태봉, 파헤친 곳 국수봉, 그 뒤 치술령, 그 왼쪽으로 무학산 연화산 백운산 고헌산 문복산 운문령 상운산 가지산 배내봉 간월산 신불산 영축산 투구봉 시살등 오룡산 염수봉 채바우골만당 천마산 토곡산, 그 앞 능선엔 정족산 천선상이 그야말로 파노라마처럼 펼쳐진다. 울산 시가지와 온산공단 그리고 탁 트인 동해도 볼 수 있다.",544.4,317100701,남암산,20201201, , , 
경상남도 거제시 연초면 다공리,거제시청,055-639-3000,( - ),287.5,483100901,남여산,20201201, , , 
강원특별자치도 정선군 화암면 건천리,정선군청,033-562-3911,남전산의 등산로는 등산객이 이용하지 않아 수풀이 우거져 있어 등산로가 거의 사라진 상태이다. 정상에는 예전에 산불감시초소가 있으며(사람은 없음) 수많은 산을 볼 수 있다.,948.0,427701801,남전산,20201201, , , 
충청남도 보령시 내항동 ,보령시청,041-930-3114,( - ),0.0,441803301,남포둘릴산,20201201, , , 
전라북도 김제시 성덕면 남포리,김제시청,063-540-3114 ,( - ),25.1,452100401,남포산,20201201, , , 
전라남도 여수시 화정면 낭도리,여수시청,1899-2012,"여수 시내에서 남쪽으로 약 26.2km 떨어져 있는 낭도는 주변에 적금도, 둔병도, 조발도, 상하화도, 사도가 있다. 사면이 바다로 둘러싸여 낭도산에서 바라보는 경관은 참으로 시원하고 아름답다. 낭도산을 제외한 대부분 사질 해안이고 남쪽 돌출부는 암석해안이다.",278.9,461300601,낭도산,20201201, , , 
경상북도 경주시 보문동 ,경주시청,054-748-9001,( - ),99.5,471301001,낭산,20201201, , , 
전라남도 장성군 삼계면 상도리,장성군청,061-393-1989,( - ),187.7,468800801,낭월산,20201201, , , 
충청북도 충주시 금가면 잠병리,충주시청,043-850-5114,( - ),107.7,431300401,내기대,20201201, , , 
전라북도 진안군 백운면 덕현리,진안군청,063-430-2114,"진안고원의 남부 백운면과 성수면, 마령면의 경계에 남쪽 고덕산과 더불어 암봉, 암릉으로 이루어진 내동산이 솟아 있다. 진안읍 마이산에서 암릉 줄기가 서남쪽 진안 성수면과 임실 성수면 방향으로 길게 뻗어 내리면서 나웅대, 광대봉을 일구어 놓고 널따란 마령평야를 지난 남쪽에 고덕산과 함께 빚어 놓은 산이다. 동남쪽 덕현리 산기슭에 안겨 있는 약수암과 내동폭포 주변 일대의 사철 변화무쌍한 풍경은 오가는 길손들의 발목을 붙잡는다. 약수암은 보잘것없는 초라한 암자이지만 이 산과 약수암은 일명 ‘백마산 백마사’라고도 불리고 있다. 남북으로 길게 뻗어있는 이 산은 지금까지 오지로 알려진 백운면에 속해 있었기 때문에 사람들이 찾는 기회는 많지 않은 편이었다. 그러나 암릉선을 타고 남북을 종주하는 등산 코스가 등산인들에게 사랑을 받기 시작했다. 남릉에서 북릉을 타면서 조망되는 경치가 일품이기 때문이다. 북으로 마이산의 두 말귀와 운장산, 그리고 동쪽으로 덕태산, 선각산과 성수산, 팔공산이 하늘과 맞닿아 늘어서 있는 가운데 산들과 산 사이로 펼쳐진 백운평야는 한국의 전형적인 농촌 풍경이다.",887.9,457200501,내동산,20201201, , , 
